PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Age
602,0,3,1,0,0,7.8958,3,27.040459259244926
603,0,1,1,0,0,42.4,3,42.08908284834524
604,0,3,1,0,0,8.05,3,44.0
605,1,1,1,0,0,26.55,1,35.0
606,0,3,1,1,0,15.55,3,36.0
607,0,3,1,0,0,7.8958,3,30.0
608,1,1,1,0,0,30.5,3,27.0
609,1,2,2,1,2,41.5792,1,22.0
610,1,1,2,0,0,153.4625,3,40.0
611,0,3,2,1,5,31.275,3,39.0
612,0,3,1,0,0,7.05,3,27.064033196605124
613,1,3,2,1,0,15.5,2,18.351573002938494
614,0,3,1,0,0,7.75,2,25.370453820162766
615,0,3,1,0,0,8.05,3,35.0
616,1,2,2,1,2,65.0,3,24.0
617,0,3,1,1,1,14.4,3,34.0
618,0,3,2,1,0,16.1,3,26.0
619,1,2,2,2,1,39.0,3,4.0
620,0,2,1,0,0,10.5,3,26.0
621,0,3,1,1,0,14.4542,1,27.0
622,1,1,1,1,0,52.5542,3,42.0
623,1,3,1,1,1,15.7417,1,20.0
624,0,3,1,0,0,7.8542,3,21.0
625,0,3,1,0,0,16.1,3,21.0
626,0,1,1,0,0,32.3208,3,61.0
627,0,2,1,0,0,12.35,2,57.0
628,1,1,2,0,0,77.9583,3,21.0
629,0,3,1,0,0,7.8958,3,26.0
630,0,3,1,0,0,7.7333,2,25.370903594018273
631,1,1,1,0,0,30.0,3,80.0
632,0,3,1,0,0,7.0542,3,51.0
633,1,1,1,0,0,30.5,1,32.0
634,0,1,1,0,0,0.0,3,43.302241006115764
635,0,3,2,3,2,27.9,3,9.0
636,1,2,2,0,0,13.0,3,28.0
637,0,3,1,0,0,7.925,3,32.0
638,0,2,1,1,1,26.25,3,31.0
639,0,3,2,0,5,39.6875,3,41.0
640,0,3,1,1,0,16.1,3,23.731759485620387
641,0,3,1,0,0,7.8542,3,20.0
642,1,1,2,0,0,69.3,1,24.0
643,0,3,2,3,2,27.9,3,2.0
644,1,3,1,0,0,56.4958,3,25.79655391228789
645,1,3,2,2,1,19.2583,1,0.75
646,1,1,1,1,0,76.7292,1,48.0
647,0,3,1,0,0,7.8958,3,19.0
648,1,1,1,0,0,35.5,1,56.0
649,0,3,1,0,0,7.55,3,27.05008934793932
650,1,3,2,0,0,7.55,3,23.0
651,0,3,1,0,0,7.8958,3,27.040459259244926
652,1,2,2,0,1,23.0,3,18.0
653,0,3,1,0,0,8.4333,3,21.0
654,1,3,2,0,0,7.8292,2,21.513028076798037
655,0,3,2,0,0,6.75,2,18.0
656,0,2,1,2,0,73.5,3,24.0
657,0,3,1,0,0,7.8958,3,27.040459259244926
658,0,3,2,1,1,15.5,2,32.0
659,0,2,1,0,0,13.0,3,23.0
660,0,1,1,0,2,113.275,1,58.0
661,1,1,1,2,0,133.65,3,50.0
662,0,3,1,0,0,7.225,1,40.0
663,0,1,1,0,0,25.5875,3,47.0
664,0,3,1,0,0,7.4958,3,36.0
665,1,3,1,1,0,7.925,3,20.0
666,0,2,1,2,0,73.5,3,32.0
667,0,2,1,0,0,13.0,3,25.0
668,0,3,1,0,0,7.775,3,27.04382211954271
669,0,3,1,0,0,8.05,3,43.0
670,1,1,2,1,0,52.0,3,35.84140199988087
671,1,2,2,1,1,39.0,3,40.0
672,0,1,1,1,0,52.0,3,31.0
673,0,2,1,0,0,10.5,3,70.0
674,1,2,1,0,0,13.0,3,31.0
675,0,2,1,0,0,0.0,3,34.98013048334451
676,0,3,1,0,0,7.775,3,18.0
677,0,3,1,0,0,8.05,3,24.5
678,1,3,2,0,0,9.8417,3,18.0
679,0,3,2,1,6,46.9,3,43.0
680,1,1,1,0,1,512.3292,1,36.0
681,0,3,2,0,0,8.1375,2,21.50483424525646
682,1,1,1,0,0,76.7292,1,27.0
683,0,3,1,0,0,9.225,3,20.0
684,0,3,1,5,2,46.9,3,14.0
685,0,2,1,1,1,39.0,3,60.0
686,0,2,1,1,2,41.5792,1,25.0
687,0,3,1,4,1,39.6875,3,14.0
688,0,3,1,0,0,10.1708,3,19.0
689,0,3,1,0,0,7.7958,3,18.0
690,1,1,2,0,1,211.3375,3,15.0
691,1,1,1,1,0,57.0,3,31.0
692,1,3,2,0,1,13.4167,1,4.0
693,1,3,1,0,0,56.4958,3,25.79655391228789
694,0,3,1,0,0,7.225,1,25.0
695,0,1,1,0,0,26.55,3,60.0
696,0,2,1,0,0,13.5,3,52.0
697,0,3,1,0,0,8.05,3,44.0
698,1,3,2,0,0,7.7333,2,21.515578646626636
699,0,1,1,1,1,110.8833,1,49.0
700,0,3,1,0,0,7.65,3,42.0
701,1,1,2,1,0,227.525,1,18.0
702,1,1,1,0,0,26.2875,3,35.0
703,0,3,2,0,1,14.4542,1,18.0
704,0,3,1,0,0,7.7417,2,25.0
705,0,3,1,1,0,7.8542,3,26.0
706,0,2,1,0,0,26.0,3,39.0
707,1,2,2,0,0,13.5,3,45.0
708,1,1,1,0,0,26.2875,3,42.0
709,1,1,2,0,0,151.55,3,22.0
710,1,3,1,1,1,15.2458,1,18.335964946140848
711,1,1,2,0,0,49.5042,1,24.0
712,0,1,1,0,0,26.55,3,42.52330487914787
713,1,1,1,1,0,52.0,3,48.0
714,0,3,1,0,0,9.4833,3,29.0
715,0,2,1,0,0,13.0,3,52.0
716,0,3,1,0,0,7.65,3,19.0
717,1,1,2,0,0,227.525,1,38.0
718,1,2,2,0,0,10.5,3,27.0
719,0,3,1,0,0,15.5,2,25.1644935829745
720,0,3,1,0,0,7.775,3,33.0
721,1,2,2,0,1,33.0,3,6.0
722,0,3,1,1,0,7.0542,3,17.0
723,0,2,1,0,0,13.0,3,34.0
724,0,2,1,0,0,13.0,3,50.0
725,1,1,1,1,0,53.1,3,27.0
726,0,3,1,0,0,8.6625,3,20.0
727,1,2,2,3,0,21.0,3,30.0
728,1,3,2,0,0,7.7375,2,21.515466927149646
729,0,2,1,1,0,26.0,3,25.0
730,0,3,2,1,0,7.925,3,25.0
731,1,1,2,0,0,211.3375,3,29.0
732,0,3,1,0,0,18.7875,1,11.0
733,0,2,1,0,0,0.0,3,34.98013048334451
734,0,2,1,0,0,13.0,3,23.0
735,0,2,1,0,0,13.0,3,23.0
736,0,3,1,0,0,16.1,3,28.5
737,0,3,2,1,3,34.375,3,48.0
738,1,1,1,0,0,512.3292,1,35.0
739,0,3,1,0,0,7.8958,3,27.040459259244926
740,0,3,1,0,0,7.8958,3,27.040459259244926
741,1,1,1,0,0,30.0,3,42.42682895780945
742,0,1,1,1,0,78.85,3,36.0
743,1,1,2,2,2,262.375,1,21.0
744,0,3,1,1,0,16.1,3,24.0
745,1,3,1,0,0,7.925,3,31.0
746,0,1,1,1,1,71.0,3,70.0
747,0,3,1,1,1,20.25,3,16.0
748,1,2,2,0,0,13.0,3,30.0
749,0,1,1,1,0,53.1,3,19.0
750,0,3,1,0,0,7.75,2,31.0
751,1,2,2,1,1,23.0,3,4.0
752,1,3,1,0,1,12.475,3,6.0
753,0,3,1,0,0,9.5,3,33.0
754,0,3,1,0,0,7.8958,3,23.0
755,1,2,2,1,2,65.0,3,48.0
756,1,2,1,1,1,14.5,3,0.67
757,0,3,1,0,0,7.7958,3,28.0
758,0,2,1,0,0,11.5,3,18.0
759,0,3,1,0,0,8.05,3,34.0
760,1,1,2,0,0,86.5,3,33.0
761,0,3,1,0,0,14.5,3,26.858653241250977
762,0,3,1,0,0,7.125,3,41.0
763,1,3,1,0,0,7.2292,1,20.0
764,1,1,2,1,2,120.0,3,36.0
765,0,3,1,0,0,7.775,3,16.0
766,1,1,2,1,0,77.9583,3,51.0
767,0,1,1,0,0,39.6,1,40.21367876133354
768,0,3,2,0,0,7.75,2,30.5
769,0,3,1,1,0,24.15,2,21.676743182767495
770,0,3,1,0,0,8.3625,3,32.0
771,0,3,1,0,0,9.5,3,24.0
772,0,3,1,0,0,7.8542,3,48.0
773,0,2,2,0,0,10.5,3,57.0
774,0,3,1,0,0,7.225,1,24.31581020012436
775,1,2,2,1,3,23.0,3,54.0
776,0,3,1,0,0,7.75,3,18.0
777,0,3,1,0,0,7.75,2,25.370453820162766
778,1,3,2,0,0,12.475,3,5.0
779,0,3,1,0,0,7.7375,2,25.37079048326177
780,1,1,2,0,1,211.3375,3,43.0
781,1,3,2,0,0,7.2292,1,13.0
782,1,1,2,1,0,57.0,3,17.0
783,0,1,1,0,0,30.0,3,29.0
784,0,3,1,1,2,23.45,3,21.48834160942988
785,0,3,1,0,0,7.05,3,25.0
786,0,3,1,0,0,7.25,3,25.0
787,1,3,2,0,0,7.4958,3,18.0
788,0,3,1,4,1,29.125,2,8.0
789,1,3,1,1,2,20.575,3,1.0
790,0,1,1,0,0,79.2,1,46.0
791,0,3,1,0,0,7.75,2,25.370453820162766
792,0,2,1,0,0,26.0,3,16.0
793,0,3,2,8,2,69.55,3,-8.95693044707241
794,0,1,1,0,0,30.6958,1,40.44073558011496
795,0,3,1,0,0,7.8958,3,25.0
796,0,2,1,0,0,13.0,3,39.0
797,1,1,2,0,0,25.9292,3,49.0
798,1,3,2,0,0,8.6833,3,31.0
799,0,3,1,0,0,7.2292,1,30.0
800,0,3,2,1,1,24.15,3,30.0
801,0,2,1,0,0,13.0,3,34.0
802,1,2,2,1,1,26.25,3,31.0
803,1,1,1,1,2,120.0,3,11.0
804,1,3,1,0,1,8.5167,1,0.42
805,1,3,1,0,0,6.975,3,27.0
806,0,3,1,0,0,7.775,3,31.0
807,0,1,1,0,0,0.0,3,39.0
808,0,3,2,0,0,7.775,3,18.0
809,0,2,1,0,0,13.0,3,39.0
810,1,1,2,1,0,53.1,3,33.0
811,0,3,1,0,0,7.8875,3,26.0
812,0,3,1,0,0,24.15,3,39.0
813,0,2,1,0,0,10.5,3,35.0
814,0,3,2,4,2,31.275,3,6.0
815,0,3,1,0,0,8.05,3,30.5
816,0,1,1,0,0,0.0,3,43.302241006115764
817,0,3,2,0,0,7.925,3,23.0
818,0,2,1,1,1,37.0042,1,31.0
819,0,3,1,0,0,6.45,3,43.0
820,0,3,1,3,2,27.9,3,10.0
821,1,1,2,1,1,93.5,3,52.0
822,1,3,1,0,0,8.6625,3,27.0
823,0,1,1,0,0,0.0,3,38.0
824,1,3,2,0,1,12.475,3,27.0
825,0,3,1,4,1,39.6875,3,2.0
826,0,3,1,0,0,6.95,2,25.392029273504704
827,0,3,1,0,0,56.4958,3,25.79655391228789
828,1,2,1,0,2,37.0042,1,1.0
829,1,3,1,0,0,7.75,2,25.370453820162766
830,1,1,2,0,0,80.0,0,62.0
831,1,3,2,1,0,14.4542,1,15.0
832,1,2,1,1,1,18.75,3,0.83
833,0,3,1,0,0,7.2292,1,24.315700747253686
834,0,3,1,0,0,7.8542,3,23.0
835,0,3,1,0,0,8.3,3,18.0
836,1,1,2,1,1,83.1583,1,39.0
837,0,3,1,0,0,8.6625,3,21.0
838,0,3,1,0,0,8.05,3,27.036168512487166
839,1,3,1,0,0,56.4958,3,32.0
840,1,1,1,0,0,29.7,1,40.46658056468641
841,0,3,1,0,0,7.925,3,20.0
842,0,2,1,0,0,10.5,3,16.0
843,1,1,2,0,0,31.0,1,30.0
844,0,3,1,0,0,6.4375,1,34.5
845,0,3,1,0,0,8.6625,3,17.0
846,0,3,1,0,0,7.55,3,42.0
847,0,3,1,8,2,69.55,3,-8.906512483424194
848,0,3,1,0,0,7.8958,1,35.0
849,0,2,1,0,1,33.0,3,28.0
850,1,1,2,1,0,89.1042,1,31.86791272863684
851,0,3,1,4,2,31.275,3,4.0
852,0,3,1,0,0,7.775,3,74.0
853,0,3,2,1,1,15.2458,1,9.0
854,1,1,2,0,1,39.4,3,16.0
855,0,2,2,1,0,26.0,3,44.0
856,1,3,2,0,1,9.35,3,18.0
857,1,1,2,1,1,164.8667,3,45.0
858,1,1,1,0,0,26.55,3,51.0
859,1,3,2,0,3,19.2583,1,24.0
860,0,3,1,0,0,7.2292,1,24.315700747253686
861,0,3,1,2,0,14.1083,3,41.0
862,0,2,1,1,0,11.5,3,21.0
863,1,1,2,0,0,25.9292,3,48.0
864,0,3,2,8,2,69.55,3,-8.95693044707241
865,0,2,1,0,0,13.0,3,24.0
866,1,2,2,0,0,13.0,3,42.0
867,1,2,2,1,0,13.8583,1,27.0
868,0,1,1,0,0,50.4958,3,31.0
869,0,3,1,0,0,9.5,3,26.99592822575414
870,1,3,1,1,1,11.1333,3,4.0
871,0,3,1,0,0,7.8958,3,26.0
872,1,1,2,1,1,52.5542,3,47.0
873,0,1,1,0,0,5.0,3,33.0
874,0,3,1,0,0,9.0,3,47.0
875,1,2,2,1,0,24.0,1,28.0
876,1,3,2,0,0,7.225,1,15.0
877,0,3,1,0,0,9.8458,3,20.0
878,0,3,1,0,0,7.8958,3,19.0
879,0,3,1,0,0,7.8958,3,27.040459259244926
880,1,1,2,0,1,83.1583,1,56.0
881,1,2,2,0,1,26.0,3,25.0
882,0,3,1,0,0,7.8958,3,33.0
883,0,3,2,0,0,10.5167,3,22.0
884,0,2,1,0,0,10.5,3,28.0
885,0,3,1,0,0,7.05,3,25.0
886,0,3,2,0,5,29.125,2,39.0
887,0,2,1,0,0,13.0,3,27.0
888,1,1,2,0,0,30.0,3,19.0
889,0,3,2,1,2,23.45,3,19.360010164272353
890,1,1,1,0,0,30.0,1,26.0
891,0,3,1,0,0,7.75,2,32.0
